"ENSEMBL","ENTREZID","SYMBOL"
"ENSRNOG00000018694","291437","Lipg"
"ENSRNOG00000013774","116685","Lmnb1"
"ENSRNOG00000005003","29714","Ptprn2"
"ENSRNOG00000011054","89783","Laptm5"
"ENSRNOG00000002848","29253","Maoa"
"ENSRNOG00000039587","317370","Wdr13"
"ENSRNOG00000007415","24693","Ptgs1"
"ENSRNOG00000001757","288044","Tm4sf19"
"ENSRNOG00000010646","503035","Tmem229b"
"ENSRNOG00000027125","498741","Mboat1"
"ENSRNOG00000039544","116695","Kcnd1"
"ENSRNOG00000020136","60335","Tgm1"
"ENSRNOG00000022622","299139","Slc38a6"
"ENSRNOG00000013922","290361","Dok2"
"ENSRNOG00000020519","313783","Olfm2"
"ENSRNOG00000004964","29496","Erbb3"
"ENSRNOG00000012609","59299","Trdn"
"ENSRNOG00000013231","58949","Ptafr"
"ENSRNOG00000018454","25728","Apoe"
"ENSRNOG00000022533","288515","Micall2"
"ENSRNOG00000016037","54264","Mafb"
"ENSRNOG00000002800","302421","Gdpd2"
"ENSRNOG00000005269","302948","Srl"
"ENSRNOG00000015658","686098","Sorbs1"
"ENSRNOG00000059837","25163","Cdkn2a"
"ENSRNOG00000000441","406163","Gpsm3"
"ENSRNOG00000027811","292594","Lilrb4"
"ENSRNOG00000056550","500464","Epb41l4b"
"ENSRNOG00000019484","116509","Slc6a9"
"ENSRNOG00000022975","362966","Nfam1"
"ENSRNOG00000000840","368044","Atp6v1g2"
"ENSRNOG00000030187","117033","Mmp12"
"ENSRNOG00000014867","499702","Synpo2"
"ENSRNOG00000047046","363331","Plin4"
"ENSRNOG00000026235","25060","Hk3"
"ENSRNOG00000008834","306096","Dach1"
"ENSRNOG00000011659","365298","Alpk3"
"ENSRNOG00000018378","116600","Cacnb2"
"ENSRNOG00000022298","305236","Cxcl11"
"ENSRNOG00000001827","64023","Masp1"
"ENSRNOG00000010079","54232","Car3"
"ENSRNOG00000029148","66018","Pdgfd"
"ENSRNOG00000060246","25110","Klrd1"
"ENSRNOG00000002229","64532","Adcy5"
"ENSRNOG00000021128","83535","Kcnj11"
"ENSRNOG00000008765","310250","Zfhx4"
"ENSRNOG00000030486","307305","Prdm6"
"ENSRNOG00000009431","306117","Tbc1d4"
"ENSRNOG00000061403","317227","Tlr13"
"ENSRNOG00000059350","500036","Ppp1r3a"
"ENSRNOG00000059059","294790","Skp2"
"ENSRNOG00000006025","305078","Lamb3"
"ENSRNOG00000009466","303373","Unc45b"
"ENSRNOG00000001992","685232","Atp6v1a"
"ENSRNOG00000006776","297333","Smyd1"
"ENSRNOG00000018251","291327","Mrc1"
"ENSRNOG00000012827","310483","Mlf1"
"ENSRNOG00000037409","691993","Scimp"
"ENSRNOG00000018092","361226","Cd83"
"ENSRNOG00000005917","64513","Pawr"
"ENSRNOG00000015425","308023","Ssx2ip"
"ENSRNOG00000058692","29440","Slc26a4"
"ENSRNOG00000001245","294336","Pcbp3"
"ENSRNOG00000004921","311336","Nusap1"
"ENSRNOG00000012549","292155","Hs2st1"
"ENSRNOG00000017619","24188","Aldh1a1"
"ENSRNOG00000030830","299613","Mex3d"
"ENSRNOG00000023122","300060","Apol11a"
"ENSRNOG00000002208","305230","Shroom3"
"ENSRNOG00000048239","54258","Cxcr1"
"ENSRNOG00000024207","360903","Fgfrl1"
"ENSRNOG00000022242","246759","Cxcl9"
"ENSRNOG00000013034","361003","Dusp29"
"ENSRNOG00000029394","361679","Dusp8"
"ENSRNOG00000009994","81654","Dlat"
"ENSRNOG00000024986","500152","Mmrn1"
"ENSRNOG00000016838","29354","Pla2g5"
"ENSRNOG00000007393","299923","Ndrg1"
"ENSRNOG00000008471","289397","Kif21b"
"ENSRNOG00000011977","310207","Sema5a"
"ENSRNOG00000037690","499108","Sertad3"
"ENSRNOG00000048430","304551","Myo18b"
"ENSRNOG00000018557","29182","Cdh22"
"ENSRNOG00000020560","170568","Dmbt1"
"ENSRNOG00000014285","303342","Ssh2"
"ENSRNOG00000001931","170630","Fgf12"
"ENSRNOG00000058006","64347","Sncg"
"ENSRNOG00000026962","314824","Osbpl8"
"ENSRNOG00000047213","683570","Gnpda1"
"ENSRNOG00000007545","362850","Angptl4"
"ENSRNOG00000013971","293820","Psat1"
"ENSRNOG00000016526","307562","Dsg2"
"ENSRNOG00000005659","114592","Aurkb"
"ENSRNOG00000039754","501854","Rab7b"
"ENSRNOG00000004819","317368","Porcn"
"ENSRNOG00000054274","25297","Cacnb3"
"ENSRNOG00000000187","171081","Csf2rb"
"ENSRNOG00000011283","362323","Sdhaf3"
"ENSRNOG00000001325","246144","Il3ra"
"ENSRNOG00000017149","500102","Fam131b"
"ENSRNOG00000018426","25292","Apoc1"
"ENSRNOG00000000323","309871","Prdm1"
"ENSRNOG00000037765","499443","Lims1"
"ENSRNOG00000012307","295929","Mybpc3"
"ENSRNOG00000001429","304396","Lrwd1"
"ENSRNOG00000056382","120096790","LOC120096790"
"ENSRNOG00000006645","170546","Ryr3"
"ENSRNOG00000016164","310694","Fcrl2"
"ENSRNOG00000043451","25353","Spp1"
"ENSRNOG00000009712","114860","Gale"
"ENSRNOG00000017606","25505","P2rx1"
"ENSRNOG00000045665","295365","Amigo1"
"ENSRNOG00000037931","50692","Plaur"
"ENSRNOG00000008099","313233","Galnt12"
"ENSRNOG00000014117","24451","Hmox1"
"ENSRNOG00000012494","308836","Kctd14"
"ENSRNOG00000019112","308965","Chp2"
"ENSRNOG00000051619","299266","Asb2"
"ENSRNOG00000018953","292699","Cblc"
"ENSRNOG00000014530","171563","Nav2"
"ENSRNOG00000008510","171440","Abtb2"
"ENSRNOG00000023861","65178","Snap91"
"ENSRNOG00000060984","252893","Dnah7"
"ENSRNOG00000009563","406228","Krt2"
"ENSRNOG00000014786","25729","Ccne1"
"ENSRNOG00000017783","84402","Sfrp1"
"ENSRNOG00000058866","25017","Myo5a"
"ENSRNOG00000001859","680945","Sdf2l1"
"ENSRNOG00000056457","60666","Gpd1"
"ENSRNOG00000008178","360577","Nxn"
"ENSRNOG00000016632","291752","Dsg3"
"ENSRNOG00000004882","83685","Capn6"
"ENSRNOG00000058572","299204","Nek9"
"ENSRNOG00000028627","289094","Hmcn1"
"ENSRNOG00000012965","500561","Themis2"
"ENSRNOG00000006359","287835","Galk1"
"ENSRNOG00000013967","499356","Blnk"
"ENSRNOG00000015428","301563","Mff"
"ENSRNOG00000008165","311546","Tpx2"
"ENSRNOG00000038215","102552663","LOC102552663"
"ENSRNOG00000026271","298020","Tmem245"
"ENSRNOG00000019330","362248","Procr"
"ENSRNOG00000052945","292808","Pepd"
"ENSRNOG00000005378","89788","Gna15"
"ENSRNOG00000007351","25455","Ggh"
"ENSRNOG00000042139","362430","Clec4a1"
"ENSRNOG00000017819","60350","Cd14"
"ENSRNOG00000016358","83610","Apba2"
"ENSRNOG00000000239","287561","Ccl7"
"ENSRNOG00000005568","690217","Pcnx4"
"ENSRNOG00000002134","100359633","Gbp6-ps1"
"ENSRNOG00000004537","83574","Rxrg"
"ENSRNOG00000009427","303496","Tbx21"
"ENSRNOG00000007437","296953","Irf5"
"ENSRNOG00000002459","363790","Fbxo40"
"ENSRNOG00000050090","613226","Slc6a17"
"ENSRNOG00000000017","297738","Steap1"
"ENSRNOG00000024382","304966","Fcgr3a"
"ENSRNOG00000013911","297393","Nagk"
"ENSRNOG00000007823","497986","Hoxb6"
"ENSRNOG00000011425","362524","Ptpn3"
"ENSRNOG00000047349","293750","Ms4a6b"
"ENSRNOG00000020625","29266","Mcpt2"
"ENSRNOG00000032941","688394","Mab21l1"
"ENSRNOG00000008374","360971","Nipsnap1"
"ENSRNOG00000014987","501097","Mdfi"
"ENSRNOG00000015529","297594","Cdca3"
"ENSRNOG00000010308","113984","Nr2f2"
"ENSRNOG00000007779","313385","Kank4"
"ENSRNOG00000017805","499879","Duoxa2"
"ENSRNOG00000059857","362993","Rnd1"
"ENSRNOG00000020688","316008","Ccdc51"
"ENSRNOG00000052017","29475","Dio3"
"ENSRNOG00000007611","497985","Hoxb7"
"ENSRNOG00000024115","24237","C6"
"ENSRNOG00000033658","304477","Kntc1"
"ENSRNOG00000001052","361074","Slc25a30"
"ENSRNOG00000014505","171414","Pmfbp1"
"ENSRNOG00000029141","689914","Trabd2b"
"ENSRNOG00000008831","114244","Hcn2"
"ENSRNOG00000001704","50662","Runx1"
"ENSRNOG00000010208","116510","Timp1"
"ENSRNOG00000052407","367901","Btk"
"ENSRNOG00000045738","29223","Ak4"
"ENSRNOG00000028460","304203","Lrrc8e"
"ENSRNOG00000055433","310641","Trim46"
"ENSRNOG00000011238","310467","Tiparp"
"ENSRNOG00000058068","338458","Obscn"
"ENSRNOG00000030763","25253","Dpp4"
"ENSRNOG00000057855","304929","F5"
"ENSRNOG00000000605","294449","Hs3st5"
"ENSRNOG00000011533","307721","Irx3"
"ENSRNOG00000005580","25724","Itgb4"
"ENSRNOG00000004783","499821","Fam171b"
"ENSRNOG00000005930","300691","Nnmt"
"ENSRNOG00000019299","296304","Edem2"
"ENSRNOG00000032240","362050","Gbp5"
"ENSRNOG00000050996","691835","Kctd4"
"ENSRNOG00000007271","500690","Map3k9"
"ENSRNOG00000009686","29171","Aqp7"
"ENSRNOG00000059500","246060","Cdkn1c"
"ENSRNOG00000024651","500633","Greb1"
"ENSRNOG00000017684","363083","Fbxl22"
"ENSRNOG00000019208","113995","P2rx5"
"ENSRNOG00000033531","25399","Cacna2d1"
"ENSRNOG00000007999","286965","Abra"
"ENSRNOG00000049282","363938","Oas2"
"ENSRNOG00000002387","302593","Tceal1"
"ENSRNOG00000023628","287722","Tmem106a"
"ENSRNOG00000049828","171499","Crlf2"
"ENSRNOG00000012440","29447","Msra"
"ENSRNOG00000019627","292879","Mybpc2"
"ENSRNOG00000018602","362665","Camta1"
"ENSRNOG00000034233","360726","Fyttd1"
"ENSRNOG00000013030","89812","Pip4k2b"
"ENSRNOG00000010617","315174","Scube1"
"ENSRNOG00000032192","306469","Cfap97"
"ENSRNOG00000027008","303163","Igtp"
"ENSRNOG00000029049","499014","Zdhhc14"
"ENSRNOG00000022932","500911","Serhl2"
"ENSRNOG00000008534","362238","Dusp15"
"ENSRNOG00000010045","474143","Clec4a"
"ENSRNOG00000007335","29397","Ccl11"
"ENSRNOG00000059140","289785","Myo1g"
"ENSRNOG00000037137","499157","Svip"
"ENSRNOG00000001001","246250","Retn"
"ENSRNOG00000028016","364018","Ncf2"
"ENSRNOG00000013282","309928","Mctp1"
"ENSRNOG00000002711","304951","Nuf2"
"ENSRNOG00000010603","266708","Gzma"
"ENSRNOG00000007600","302822","Igsf1"
"ENSRNOG00000014556","363948","Cdh20"
"ENSRNOG00000005781","500047","Wnt16"
"ENSRNOG00000003538","66015","Adamts4"
"ENSRNOG00000012172","366126","Spi1"
"ENSRNOG00000015024","308022","Mcoln3"
"ENSRNOG00000001259","288665","Cux2"
"ENSRNOG00000004893","362749","Dmac2l"
"ENSRNOG00000009339","362044","Cenpe"
"ENSRNOG00000003918","303676","Slc25a19"
"ENSRNOG00000013572","59073","Lxn"
"ENSRNOG00000012051","680089","Ncaph"
"ENSRNOG00000003452","302666","Asb11"
"ENSRNOG00000047967","362648","Arhgef19"
"ENSRNOG00000038286","498287","Slamf6"
"ENSRNOG00000016326","89808","Cx3cl1"
"ENSRNOG00000049517","683206","Tnfaip3"
"ENSRNOG00000016728","100362710","Tiam2"
"ENSRNOG00000014795","81808","Nr2f1"
"ENSRNOG00000024460","308701","Tars3"
"ENSRNOG00000037645","680319","Tceal7"
"ENSRNOG00000000129","500446","Phf24"
"ENSRNOG00000018611","29268","Tpsb2"
"ENSRNOG00000033744","170668","Rasgrp4"
"ENSRNOG00000028176","688581","Elmod2"
"ENSRNOG00000001770","171142","Ehhadh"
"ENSRNOG00000003745","25389","Atf3"
"ENSRNOG00000004327","24311","Ddc"
"ENSRNOG00000017879","361388","Gab1"
"ENSRNOG00000053769","266770","Soat2"
"ENSRNOG00000059207","494202","Oas3"
"ENSRNOG00000013912","310801","Slc30a7"
"ENSRNOG00000009153","500292","Cidec"
"ENSRNOG00000033528","678743","Tll1"
"ENSRNOG00000057760","313506","Stil"
"ENSRNOG00000009957","362322","Slc25a13"
"ENSRNOG00000009342","114091","Fcnb"
"ENSRNOG00000009785","289993","Cdkn3"
"ENSRNOG00000021615","302998","Mettl26"
"ENSRNOG00000004863","362185","Mpped2"
"ENSRNOG00000007268","360483","RGD1561796"
"ENSRNOG00000054515","500824","Fgd6"
"ENSRNOG00000023348","313234","Tbc1d2"
"ENSRNOG00000017248","301518","Prkag3"
"ENSRNOG00000000479","294286","Kifc1"
"ENSRNOG00000039858","362824","Mfsd12"
"ENSRNOG00000061138","120100231","Snord30"
"ENSRNOG00000017531","171516","Akr1c3"
"ENSRNOG00000027787","360621","Cdc6"
"ENSRNOG00000014838","679819","Glipr2"
"ENSRNOG00000000036","305096","Klhdc8a"
"ENSRNOG00000046214","114700","Cyp27b1"
"ENSRNOG00000016167","498963","Spata2L"
"ENSRNOG00000036864","100911682","Actl10"
"ENSRNOG00000001156","259272","Msi1"
"ENSRNOG00000006086","300018","Lynx1"
"ENSRNOG00000057147","367743","Praf2"
"ENSRNOG00000021573","308519","Dpy19l3"
"ENSRNOG00000010819","294993","Hspa4l"
"ENSRNOG00000021199","295279","Fcgr1a"
"ENSRNOG00000019854","60575","Napsa"
"ENSRNOG00000028113","293057","Whamm"
"ENSRNOG00000039832","80840","Gpr12"
"ENSRNOG00000003669","246297","Myocd"
"ENSRNOG00000022911","316602","Hjurp"
"ENSRNOG00000009298","500587","Fbxo44"
"ENSRNOG00000026203","81819","Pax8"
"ENSRNOG00000038740","500113","Gimap7"
"ENSRNOG00000015449","293634","Tmem171"
"ENSRNOG00000009902","287653","Lrrc46"
"ENSRNOG00000048222","291861","Nlrc5"
"ENSRNOG00000061868","502859","Kbtbd12"
"ENSRNOG00000007319","246273","Trib3"
"ENSRNOG00000000860","309611","Vwa7"
"ENSRNOG00000015975","497940","LOC497940"
"ENSRNOG00000004978","293508","Prkacb"
"ENSRNOG00000015125","297592","Spsb2"
"ENSRNOG00000005871","60582","Il1rn"
"ENSRNOG00000005907","362412","Rad18"
"ENSRNOG00000061857","295037","Mgst2"
"ENSRNOG00000014461","292073","Galns"
"ENSRNOG00000007706","78975","Prkaa2"
"ENSRNOG00000003947","114523","Ntn1"
"ENSRNOG00000003205","289664","Ldb2"
"ENSRNOG00000027894","310621","Iqgap3"
"ENSRNOG00000016189","311362","Frmd5"
"ENSRNOG00000060241","497796","LOC497796"
"ENSRNOG00000012851","499579","Dnajc5b"
"ENSRNOG00000061070","291100","Irf4"
"ENSRNOG00000049088","684830","Ttc32"
"ENSRNOG00000011167","305827","Wdhd1"
"ENSRNOG00000004534","192209","Spdya"
"ENSRNOG00000000632","54237","Cdk1"
"ENSRNOG00000003704","289671","Fam184b"
"ENSRNOG00000005968","103690123","Hoxa2"
"ENSRNOG00000048919","680018","Iho1"
"ENSRNOG00000007049","305589","Bcl11a"
"ENSRNOG00000054764","140635","Flt3"
"ENSRNOG00000049642","689926","Smim5"
"ENSRNOG00000001111","360254","Brca2"
"ENSRNOG00000001912","364134","Tecrl"
"ENSRNOG00000000137","291359","Ly86"
"ENSRNOG00000059043","311567","Itch"
"ENSRNOG00000028624","305012","Kif26b"
"ENSRNOG00000022764","685433","Evi2a"
"ENSRNOG00000003284","360605","Epn3"
"ENSRNOG00000018706","690369","Il15ra"
"ENSRNOG00000028997","361214","Uqcc1-ps1"
"ENSRNOG00000001892","360737","Tbx1"
"ENSRNOG00000018762","361476","Rsph3"
"ENSRNOG00000015159","24784","Slc9a3"
"ENSRNOG00000000885","304419","Auts2"
"ENSRNOG00000046468","25652","Ptgfr"
"ENSRNOG00000039530","362505","Ccl27"
"ENSRNOG00000061376","680210","Psca"
"ENSRNOG00000001288","498153","Gpr146"
"ENSRNOG00000029401","25365","Actg2"
"ENSRNOG00000018484","58936","Plk3"
"ENSRNOG00000038483","364420","Tnfrsf10b"
"ENSRNOG00000004787","687694","Elp4"
"ENSRNOG00000014082","300260","Sp7"
"ENSRNOG00000048660","687827","Haspin"
"ENSRNOG00000014080","315740","Kif23"
"ENSRNOG00000026306","679787","Clec5a"
"ENSRNOG00000022769","363269","Sp100"
"ENSRNOG00000019577","361332","Adamts19"
"ENSRNOG00000039861","690617","Tektip1"
"ENSRNOG00000018570","294806","C1qtnf3"
"ENSRNOG00000022777","114634","Six1"
"ENSRNOG00000018780","307472","Sh3rf2"
"ENSRNOG00000016701","245986","Gng8"
"ENSRNOG00000051704","689949","Zfp185"
"ENSRNOG00000007441","313111","Klhl32"
"ENSRNOG00000011316","498533","Fam167a"
"ENSRNOG00000008373","29258","Rps7"
"ENSRNOG00000008373","366588","Colec11"
"ENSRNOG00000005920","108350493","Rnaset2-ps1"
"ENSRNOG00000011208","362161","Rapsn"
"ENSRNOG00000011070","294962","Gnb4"
"ENSRNOG00000033893","114862","Cacna1h"
"ENSRNOG00000029082","499244","RGD1566189"
"ENSRNOG00000028215","311182","Nup160"
"ENSRNOG00000029768","287562","Ccl12"
"ENSRNOG00000004918","25469","Kcna4"
"ENSRNOG00000002158","24477","Ibsp"
"ENSRNOG00000010941","310877","Tifa"
"ENSRNOG00000054474","307169","Mastl"
"ENSRNOG00000014282","25410","Cebpe"
"ENSRNOG00000013334","362052","Clca5"
"ENSRNOG00000022712","361275","Bend7"
"ENSRNOG00000043300","100912292","Enho"
"ENSRNOG00000020281","293502","Kif22"
"ENSRNOG00000026644","299783","Glipr1"
"ENSRNOG00000000855","64569","Lst1"
"ENSRNOG00000022555","497899","Msantd5"
"ENSRNOG00000001313","25740","Gnaz"
"ENSRNOG00000010332","313211","Nipsnap3b"
"ENSRNOG00000010332","685080","Nipsnap3a"
"ENSRNOG00000006236","499933","Dsn1"
"ENSRNOG00000013906","296130","Gpat2"
"ENSRNOG00000015049","25665","Scn5a"
"ENSRNOG00000004757","117582","Tmem158"
"ENSRNOG00000032994","313625","Myom3"
"ENSRNOG00000037076","689757","LOC689757"
"ENSRNOG00000013097","691485","C6h14orf180"
"ENSRNOG00000038896","367994","Upk3bl1"
"ENSRNOG00000018752","365395","Clcf1"
"ENSRNOG00000010378","297386","Slc4a5"
"ENSRNOG00000010259","299210","Esrrb"
"ENSRNOG00000008507","314756","Cradd"
"ENSRNOG00000031273","363817","RGD1559972"
"ENSRNOG00000020872","54236","Cd5"
"ENSRNOG00000008001","81755","Rab3b"
"ENSRNOG00000033503","502992","Ldlrad2"
"ENSRNOG00000059890","362445","Clec2d2"
"ENSRNOG00000007292","303037","Spdl1"
"ENSRNOG00000000245","303772","Slc16a6"
"ENSRNOG00000001335","498160","Zkscan1"
"ENSRNOG00000058057","361091","Uggt2"
"ENSRNOG00000020936","246143","Nradd"
"ENSRNOG00000015550","25526","Ptgds"
"ENSRNOG00000007956","100912536","Styx"
"ENSRNOG00000011180","498918","Irx5"
"ENSRNOG00000017319","65037","Mertk"
"ENSRNOG00000019504","290880","Adprhl1"
"ENSRNOG00000019504","361180","Grtp1"
"ENSRNOG00000043199","365603","Bves"
"ENSRNOG00000018143","313521","Hpdl"
"ENSRNOG00000002968","89814","Tnfsf4"
"ENSRNOG00000016267","286974","Chst15"
"ENSRNOG00000022426","102546864","LOC102546864"
"ENSRNOG00000017577","361239","Bphl"
"ENSRNOG00000021478","689256","Tpd52l1"
"ENSRNOG00000026050","307514","Epb41l4a"
"ENSRNOG00000017702","291132","Gpld1"
"ENSRNOG00000026944","499486","Gpr150"
"ENSRNOG00000061533","100362641","Zfp945"
"ENSRNOG00000052688","303242","Dnah2"
"ENSRNOG00000008515","315524","Tmem45b"
"ENSRNOG00000028074","499756","Lcn10"
"ENSRNOG00000004265","501512","Dipk2b"
"ENSRNOG00000061080","502710","Kmt2c"
"ENSRNOG00000007147","362782","Cyp46a1"
"ENSRNOG00000010345","500068","Ssmem1"
"ENSRNOG00000003232","59114","Nherf1"
"ENSRNOG00000017392","54250","Fgf2"
"ENSRNOG00000026186","308021","Syde2"
"ENSRNOG00000031801","287989","Ephb3"
"ENSRNOG00000014034","296708","Olfml2a"
"ENSRNOG00000031431","500545","Cdca8"
"ENSRNOG00000013380","171581","Rhov"
"ENSRNOG00000058148","120098353","Snord58b"
"ENSRNOG00000020563","25627","Cma1"
"ENSRNOG00000012757","306576","Nek3"
"ENSRNOG00000014311","84551","Slc7a8"
"ENSRNOG00000046424","64476","Mfn2"
"ENSRNOG00000013474","313713","Casz1"
"ENSRNOG00000005347","366140","Fjx1"
"ENSRNOG00000002843","60665","Cxcl6"
"ENSRNOG00000005365","65023","Kcnip1"
"ENSRNOG00000055716","292537","Oscar"
"ENSRNOG00000039596","689207","Prob1"
"ENSRNOG00000008986","290396","Diaph3"
"ENSRNOG00000047439","690237","Pot1b"
"ENSRNOG00000016852","315137","Apobec3"
"ENSRNOG00000003759","314360","Galc"
"ENSRNOG00000021130","25559","Abcc8"
"ENSRNOG00000012404","25357","Thrsp"
"ENSRNOG00000015365","363265","Col4a3"
"ENSRNOG00000007590","502935","Eya1"
"ENSRNOG00000011024","305923","Zdhhc20"
"ENSRNOG00000020953","293744","Ms4a7"
"ENSRNOG00000007142","117108","B3gat1"
"ENSRNOG00000020284","29699","Prkar2a"
"ENSRNOG00000014844","300158","Kif21a"
"ENSRNOG00000008570","26989","Cadps"
"ENSRNOG00000015411","25383","Apobec1"
"ENSRNOG00000006314","171091","Zbp1"
"ENSRNOG00000002372","497892","Sgcd"
"ENSRNOG00000001580","688999","Hoxd9"
"ENSRNOG00000021018","309178","Batf2"
"ENSRNOG00000020514","293165","Sox6"
"ENSRNOG00000031189","66029","Ido1"
"ENSRNOG00000033202","312504","Fbxo41"
"ENSRNOG00000022419","305448","Dok7"
"ENSRNOG00000006753","366189","Tgm3"
"ENSRNOG00000014350","83476","Ccn1"
"ENSRNOG00000047446","171356","Foxc2"
"ENSRNOG00000056826","305367","Arap2"
"ENSRNOG00000018005","311374","Duoxa1"
"ENSRNOG00000010942","367146","Gk5"
"ENSRNOG00000018317","500244","Aak1"
"ENSRNOG00000008191","497988","Hoxb4"
"ENSRNOG00000014691","687147","Ric3"
"ENSRNOG00000002004","305198","Prdm8"
"ENSRNOG00000014234","309434","Hif1an"
"ENSRNOG00000017512","309147","Aldh3b1"
"ENSRNOG00000021241","66023","Gfra4"
"ENSRNOG00000027099","363156","Fbxl2"
"ENSRNOG00000002331","25375","Aldh3a1"
"ENSRNOG00000033570","300115","Arhgap8"
"ENSRNOG00000053400","79126","Cfi"
"ENSRNOG00000013820","366518","Tnfrsf14"
"ENSRNOG00000021261","311437","Rassf2"
"ENSRNOG00000009815","305977","Pnma2"
"ENSRNOG00000042607","690130","Rhof"
