ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0048545,response to steroid hormone,14/132,457/13664,0.000133744,0.005611122,0.004105886,Lox/Col1a1/Fn1/Slit3/Ptn/Serpine1/Eln/Sdc1/Slit2/Sfrp4/Ctsb/Asns/Agtr1a/Arg1,14
GO:0002764,immune response-regulating signaling pathway,13/132,401/13664,0.000134527,0.005611122,0.004105886,Thy1/Irf7/Trem2/Cd300lf/Clec7a/Kcnn4/Cd8a/Cd33/Fcgr2b/LOC498276/Oasl/Cd300a/Lgals3,13
GO:0051384,response to glucocorticoid,10/132,246/13664,0.00013606,0.005611122,0.004105886,Fn1/Slit3/Serpine1/Eln/Sdc1/Slit2/Sfrp4/Ctsb/Agtr1a/Arg1,10
GO:0048251,elastic fiber assembly,3/132,11/13664,0.000137397,0.005611122,0.004105886,Lox/Eln/Efemp2,3
GO:0050858,negative regulation of antigen receptor-mediated signaling pathway,4/132,28/13664,0.000142327,0.005611122,0.004105886,Thy1/Fcgr2b/Cd300a/Lgals3,4
GO:0007584,response to nutrient,11/132,297/13664,0.000142888,0.005611122,0.004105886,Col1a1/Sfrp2/Ptn/Cdkn2b/Eln/Snai2/Tnfrsf11b/Tnc/Abca1/Arg1/Runx2,11
GO:0061138,morphogenesis of a branching epithelium,9/132,201/13664,0.000143872,0.005611122,0.004105886,Sfrp2/Slit2/Snai2/Mmp14/Tnc/Ctsz/Agtr1a/Wnt4/Grem1,9
GO:0031214,biomineral tissue development,8/132,158/13664,0.000146649,0.005611122,0.004105886,Lox/Col1a1/Ptn/Col1a2/Ror2/Gpnmb/Wnt4/Grem1,8
GO:0002695,negative regulation of leukocyte activation,9/132,202/13664,0.000149367,0.005611122,0.004105886,Fn1/Enpp3/Cd300lf/Cd33/Arg1/Fcgr2b/Gpnmb/Cd300a/Lgals3,9
GO:0050673,epithelial cell proliferation,14/132,462/13664,0.00014984,0.005611122,0.004105886,Sfrp2/Ccn3/Ptn/Cdkn2b/Igfbp4/Snai2/Mmp14/Fst/Scarb1/Agtr1a/Arg1/Runx2/Plau/Serpinb1a,14
GO:2000146,negative regulation of cell motility,11/132,299/13664,0.00015154,0.005611122,0.004105886,Tnn/Thy1/Sfrp2/Ccn3/Ptn/Serpine1/Slit2/Acan/Cd300a/Wnt4/Grem1,11
GO:0002063,chondrocyte development,4/132,29/13664,0.000163869,0.005950565,0.00435427,Col11a1/Sfrp2/Acan/Runx2,4
GO:1903034,regulation of response to wounding,8/132,161/13664,0.000166967,0.005950565,0.00435427,Ptn/Serpine1/Cadm4/Hpse/Clec7a/Plau/Reg3b/Wnt4,8
GO:0001706,endoderm formation,5/132,54/13664,0.000168728,0.005950565,0.00435427,Col12a1/Col11a1/Fn1/Mmp14/Itgb2,5
GO:0048678,response to axon injury,7/132,121/13664,0.000169513,0.005950565,0.00435427,Thy1/Ptn/Tnc/Trem2/Bex2/Arg1/Slc1a1,7
GO:0030282,bone mineralization,7/132,122/13664,0.000178403,0.006066407,0.004439036,Lox/Ptn/Col1a2/Ror2/Gpnmb/Wnt4/Grem1,7
GO:0090090,negative regulation of canonical Wnt signaling pathway,7/132,122/13664,0.000178403,0.006066407,0.004439036,Tnn/Cthrc1/Sfrp2/Sfrp4/Snai2/Ror2/Grem1,7
GO:0051216,cartilage development,9/132,207/13664,0.000179546,0.006066407,0.004439036,Col11a1/Col1a1/Sfrp2/Ccn3/Snai2/Ror2/Acan/Runx2/Grem1,9
GO:0071219,cellular response to molecule of bacterial origin,10/132,255/13664,0.000182343,0.006084853,0.004452534,Fn1/Serpine1/Trem2/Scarb1/Abca1/Arg1/Spon2/Plau/Fcgr2b/Cd68,10
GO:0031668,cellular response to extracellular stimulus,11/132,307/13664,0.000190755,0.006287935,0.004601137,Col1a1/Sfrp2/Ptn/Cdkn2b/Eln/Snai2/Tnc/Asns/Runx2/Wnt4/Cd68,11
GO:0007229,integrin-mediated signaling pathway,6/132,88/13664,0.000205538,0.006613911,0.004839667,Thy1/Fn1/Ptn/Itga11/Itgb2/Itga8,6
GO:0060135,maternal process involved in female pregnancy,6/132,88/13664,0.000205538,0.006613911,0.004839667,Ptn/Serpine1/Sfrp4/Ctsb/Arg1/Wnt4,6
GO:0033687,osteoblast proliferation,4/132,31/13664,0.00021387,0.00674642,0.004936629,Tnn/Cthrc1/Hpse/Grem1,4
GO:0030595,leukocyte chemotaxis,9/132,212/13664,0.000214647,0.00674642,0.004936629,Ccn3/Ptn/Serpine1/Slit2/Adam8/Itgb2/Slamf9/Grem1/Lgals3,9
GO:0071560,cellular response to transforming growth factor beta stimulus,10/132,261/13664,0.000220051,0.006836752,0.005002729,Lox/Col1a1/Fn1/Serpine1/Col1a2/Cdkn2b/Eln/Arg1/Itga8/Wnt4,10
GO:0048754,branching morphogenesis of an epithelial tube,8/132,168/13664,0.00022351,0.006865324,0.005023636,Sfrp2/Slit2/Mmp14/Tnc/Ctsz/Agtr1a/Wnt4/Grem1,8
GO:0050854,regulation of antigen receptor-mediated signaling pathway,5/132,58/13664,0.000237042,0.007199157,0.005267915,Thy1/Kcnn4/Fcgr2b/Cd300a/Lgals3,5
GO:0050777,negative regulation of immune response,8/132,170/13664,0.000242276,0.007276347,0.005324398,Enpp3/Il1rl1/Svep1/Trem2/Arg1/Fcgr2b/Cd300a/Lgals3,8
GO:0002443,leukocyte mediated immunity,12/132,371/13664,0.000250983,0.007455029,0.005455147,Itgb2/Stxbp2/Svep1/Irf7/Trem2/Clec7a/Cd8a/Arg1/Spon2/Fcgr2b/Slamf9/Cd300a,12
GO:0001763,morphogenesis of a branching structure,9/132,218/13664,0.00026413,0.007760245,0.005678486,Sfrp2/Slit2/Snai2/Mmp14/Tnc/Ctsz/Agtr1a/Wnt4/Grem1,9
GO:0071559,response to transforming growth factor beta,10/132,268/13664,0.000272126,0.007909207,0.005787488,Lox/Col1a1/Fn1/Serpine1/Col1a2/Cdkn2b/Eln/Arg1/Itga8/Wnt4,10
GO:0007044,cell-substrate junction assembly,6/132,93/13664,0.000277952,0.007992605,0.005848514,Thy1/Fn1/Col16a1/Mmp14/Wnt4/Grem1,6
GO:0002755,MyD88-dependent toll-like receptor signaling pathway,3/132,14/13664,0.000296736,0.008268825,0.006050635,Irf7/Cd300lf/Cd300a,3
GO:0033004,negative regulation of mast cell activation,3/132,14/13664,0.000296736,0.008268825,0.006050635,Enpp3/Cd300lf/Cd300a,3
GO:0090177,establishment of planar polarity involved in neural tube closure,3/132,14/13664,0.000296736,0.008268825,0.006050635,Cthrc1/Sfrp2/Ptk7,3
GO:0032964,collagen biosynthetic process,5/132,61/13664,0.000300728,0.008294575,0.006069477,Col1a1/Fn1/Serpine1/Arg1/Wnt4,5
GO:0050832,defense response to fungus,4/132,34/13664,0.000308237,0.008331643,0.006096601,Cotl1/Clec7a/Arg1/Spon2,4
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",4/132,34/13664,0.000308237,0.008331643,0.006096601,Cthrc1/Sfrp2/Ptk7/Ror2,4
GO:0031669,cellular response to nutrient levels,10/132,273/13664,0.000315338,0.0084392,0.006175305,Col1a1/Ptn/Cdkn2b/Eln/Snai2/Tnc/Asns/Runx2/Wnt4/Cd68,10
GO:0032102,negative regulation of response to external stimulus,12/132,383/13664,0.000335321,0.00888601,0.006502254,Ccn3/Enpp3/Serpine1/Slit2/Trem2/Arg1/Plau/Fcgr2b/Slc39a8/Reg3b/Wnt4/Grem1,12
GO:0032526,response to retinoic acid,7/132,136/13664,0.000347689,0.00900679,0.006590634,Col1a1/Col1a2/Eln/Ptk7/Tnc/Abca1/Wnt4,7
GO:0051893,regulation of focal adhesion assembly,5/132,63/13664,0.000349875,0.00900679,0.006590634,Thy1/Col16a1/Mmp14/Wnt4/Grem1,5
GO:0090109,regulation of cell-substrate junction assembly,5/132,63/13664,0.000349875,0.00900679,0.006590634,Thy1/Col16a1/Mmp14/Wnt4/Grem1,5
GO:0040013,negative regulation of locomotion,11/132,330/13664,0.000354612,0.009042606,0.006616841,Tnn/Thy1/Sfrp2/Ccn3/Ptn/Serpine1/Slit2/Acan/Cd300a/Wnt4/Grem1,11
GO:0008585,female gonad development,7/132,137/13664,0.000363506,0.009133279,0.006683191,Slit3/Serpine1/Slit2/Mmp14/Ptx3/Fst/Wnt4,7
GO:0060828,regulation of canonical Wnt signaling pathway,9/132,228/13664,0.000367478,0.009133279,0.006683191,Tnn/Col1a1/Cthrc1/Sfrp2/Ptk7/Sfrp4/Snai2/Ror2/Grem1,9
GO:0042249,establishment of planar polarity of embryonic epithelium,3/132,15/13664,0.000368305,0.009133279,0.006683191,Cthrc1/Sfrp2/Ptk7,3
GO:0016055,Wnt signaling pathway,12/132,388/13664,0.000376974,0.009226307,0.006751263,Tnn/Col1a1/Cthrc1/Sfrp2/Cpz/Ptk7/Sdc1/Sfrp4/Snai2/Ror2/Wnt4/Grem1,12
GO:0070661,leukocyte proliferation,11/132,333/13664,0.000382859,0.009226307,0.006751263,Enpp3/Itgb2/Trem2/Slc11a1/Arg1/Fcgr2b/Gpnmb/Cd300a/Wnt4/Grem1/Lgals3,11
GO:0046697,decidualization,4/132,36/13664,0.000385709,0.009226307,0.006751263,Ptn/Serpine1/Sfrp4/Ctsb,4
GO:0071404,cellular response to low-density lipoprotein particle stimulus,4/132,36/13664,0.000385709,0.009226307,0.006751263,Serpine1/Itgb2/Trem2/Cd68,4
GO:0150115,cell-substrate junction organization,6/132,99/13664,0.000389786,0.009242043,0.006762777,Thy1/Fn1/Col16a1/Mmp14/Wnt4/Grem1,6
GO:0198738,cell-cell signaling by wnt,12/132,390/13664,0.000394822,0.009280031,0.006790575,Tnn/Col1a1/Cthrc1/Sfrp2/Cpz/Ptk7/Sdc1/Sfrp4/Snai2/Ror2/Wnt4/Grem1,12
GO:0046849,bone remodeling,6/132,100/13664,0.000411423,0.009586865,0.007015098,Cthrc1/Ptn/Tnfrsf11b/Adam8/Ptprv/Grem1,6
GO:0055094,response to lipoprotein particle,4/132,37/13664,0.000429248,0.009827096,0.007190885,Serpine1/Itgb2/Trem2/Cd68,4
GO:0090175,regulation of establishment of planar polarity,4/132,37/13664,0.000429248,0.009827096,0.007190885,Cthrc1/Sfrp2/Ptk7/Ror2,4
GO:0046545,development of primary female sexual characteristics,7/132,141/13664,0.000432639,0.009827096,0.007190885,Slit3/Serpine1/Slit2/Mmp14/Ptx3/Fst/Wnt4,7
GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,11/132,340/13664,0.000456209,0.010276105,0.007519443,Lox/Sfrp2/Ccn3/Col1a2/Cdkn2b/Sfrp4/Ror2/Fst/Runx2/Itga8/Grem1,11
GO:0150116,regulation of cell-substrate junction organization,5/132,67/13664,0.000466152,0.010413299,0.007619833,Thy1/Col16a1/Mmp14/Wnt4/Grem1,5
GO:0044344,cellular response to fibroblast growth factor stimulus,6/132,103/13664,0.000482006,0.010592373,0.007750869,Col1a1/Serpine1/Eln/Snai2/Runx2/Wnt4,6
GO:0070664,negative regulation of leukocyte proliferation,6/132,103/13664,0.000482006,0.010592373,0.007750869,Enpp3/Arg1/Fcgr2b/Gpnmb/Cd300a/Grem1,6
GO:0001921,positive regulation of receptor recycling,3/132,17/13664,0.000542705,0.011735457,0.00858731,Nsg1/Ramp3/Agtr1a,3
GO:0046689,response to mercury ion,3/132,17/13664,0.000542705,0.011735457,0.00858731,Fn1/Slc39a8/Slc1a1,3
GO:0045667,regulation of osteoblast differentiation,7/132,147/13664,0.000555661,0.011920242,0.008722525,Tnn/Cthrc1/Sfrp2/Snai2/Runx2/Wnt4/Grem1,7
GO:0048608,reproductive structure development,11/132,349/13664,0.000567532,0.012079049,0.00883873,Sfrp2/Slit3/Serpine1/Sdc1/Slit2/Mmp14/Tnc/Ror2/Ptx3/Fst/Wnt4,11
GO:0001818,negative regulation of cytokine production,10/132,295/13664,0.000579766,0.012178068,0.008911186,Fn1/Il1rl1/Trem2/Slc11a1/Siglec1/Cd33/Arg1/Fcgr2b/Gpnmb/Serpinb1a,10
GO:1901654,response to ketone,11/132,350/13664,0.000581195,0.012178068,0.008911186,Fn1/Slit3/Ptn/Serpine1/Eln/Slit2/Tnc/Ctsb/Asns/Agtr1a/Arg1,11
GO:0002819,regulation of adaptive immune response,8/132,194/13664,0.000586836,0.012182189,0.008914202,Il1rl1/Svep1/Irf7/Trem2/Clec7a/Slc11a1/Arg1/Fcgr2b,8
GO:1905477,positive regulation of protein localization to membrane,6/132,107/13664,0.000590406,0.012182189,0.008914202,Cemip/Ptn/Ramp3/Trem2/Stom/Lgals3,6
GO:0061448,connective tissue development,10/132,296/13664,0.000595187,0.012187806,0.008918312,Col11a1/Lox/Col1a1/Sfrp2/Ccn3/Snai2/Ror2/Acan/Runx2/Grem1,10
GO:0071222,cellular response to lipopolysaccharide,9/132,245/13664,0.000618765,0.01257536,0.009201901,Fn1/Serpine1/Scarb1/Abca1/Arg1/Spon2/Plau/Fcgr2b/Cd68,9
GO:0061458,reproductive system development,11/132,353/13664,0.000623846,0.012583999,0.009208222,Sfrp2/Slit3/Serpine1/Sdc1/Slit2/Mmp14/Tnc/Ror2/Ptx3/Fst/Wnt4,11
GO:0031638,zymogen activation,4/132,41/13664,0.000638847,0.012590035,0.009212639,Serpine1/Mmp14/Ctsz/Plau,4
GO:0050856,regulation of T cell receptor signaling pathway,4/132,41/13664,0.000638847,0.012590035,0.009212639,Thy1/Kcnn4/Cd300a/Lgals3,4
GO:0002923,regulation of humoral immune response mediated by circulating immunoglobulin,3/132,18/13664,0.000646661,0.012590035,0.009212639,Svep1/Trem2/Fcgr2b,3
GO:0090280,positive regulation of calcium ion import,3/132,18/13664,0.000646661,0.012590035,0.009212639,Serpine1/Trpv2/Lgals3,3
GO:1905475,regulation of protein localization to membrane,8/132,197/13664,0.000649169,0.012590035,0.009212639,Cemip/Ptn/Ramp3/Mmp14/Trem2/Stom/Lgals3/Slc1a1,8
GO:0030178,negative regulation of Wnt signaling pathway,7/132,151/13664,0.000652092,0.012590035,0.009212639,Tnn/Cthrc1/Sfrp2/Sfrp4/Snai2/Ror2/Grem1,7
GO:0006898,receptor-mediated endocytosis,9/132,248/13664,0.000675093,0.012941668,0.009469943,Serpine1/Sdc1/Sfrp4/Ramp3/Itgb2/Siglec1/Fcgr2b/Cd300a/Grem1,9
GO:0071402,cellular response to lipoprotein particle stimulus,4/132,42/13664,0.000700852,0.013340875,0.009762059,Serpine1/Itgb2/Trem2/Cd68,4
GO:0046660,female sex differentiation,7/132,155/13664,0.000761362,0.014064226,0.010291364,Slit3/Serpine1/Slit2/Mmp14/Ptx3/Fst/Wnt4,7
GO:0002577,regulation of antigen processing and presentation,3/132,19/13664,0.000762506,0.014064226,0.010291364,Trem2/Slc11a1/Cd68,3
GO:0002689,negative regulation of leukocyte chemotaxis,3/132,19/13664,0.000762506,0.014064226,0.010291364,Ccn3/Slit2/Grem1,3
GO:0002693,positive regulation of cellular extravasation,3/132,19/13664,0.000762506,0.014064226,0.010291364,Thy1/Plvap/Adam8,3
GO:0071456,cellular response to hypoxia,8/132,202/13664,0.000764869,0.014064226,0.010291364,Fndc1/Ptn/Serpine1/Eln/Slit2/Adam8/Trem2/Plau,8
GO:0007492,endoderm development,5/132,76/13664,0.000832118,0.015197405,0.011120558,Col12a1/Col11a1/Fn1/Mmp14/Itgb2,5
GO:0061041,regulation of wound healing,6/132,115/13664,0.000863327,0.01566156,0.011460198,Serpine1/Cadm4/Hpse/Clec7a/Plau/Wnt4,6
GO:0001502,cartilage condensation,3/132,20/13664,0.000890756,0.015902763,0.011636697,Col11a1/Ror2/Acan,3
GO:0002768,immune response-regulating cell surface receptor signaling pathway,9/132,258/13664,0.000893943,0.015902763,0.011636697,Thy1/Trem2/Clec7a/Kcnn4/Cd8a/Fcgr2b/LOC498276/Cd300a/Lgals3,9
GO:0042742,defense response to bacterium,8/132,207/13664,0.000896637,0.015902763,0.011636697,Serpine1/Trem2/Slc11a1/Spon2/Hck/Slamf9/Reg3b/Plac8,8
GO:0002686,negative regulation of leukocyte migration,4/132,45/13664,0.000912326,0.015902763,0.011636697,Ccn3/Slit2/Cd300a/Grem1,4
GO:0050829,defense response to Gram-negative bacterium,4/132,45/13664,0.000912326,0.015902763,0.011636697,Serpine1/Trem2/Slc11a1/Reg3b,4
GO:0007548,sex differentiation,10/132,313/13664,0.000913985,0.015902763,0.011636697,Sfrp2/Slit3/Serpine1/Sdc1/Slit2/Mmp14/Ror2/Ptx3/Fst/Wnt4,10
GO:0033273,response to vitamin,7/132,160/13664,0.000917807,0.015902763,0.011636697,Col1a1/Ptn/Eln/Snai2/Tnc/Arg1/Runx2,7
GO:0071675,regulation of mononuclear cell migration,6/132,117/13664,0.000944709,0.016182905,0.011841688,Ccn3/Serpine1/Slit2/Adam8/Grem1/Lgals3,6
GO:0071772,response to BMP,7/132,161/13664,0.000951936,0.016182905,0.011841688,Sfrp2/Fn1/Sfrp4/Ror2/Fst/Runx2/Grem1,7
GO:0071773,cellular response to BMP stimulus,7/132,161/13664,0.000951936,0.016182905,0.011841688,Sfrp2/Fn1/Sfrp4/Ror2/Fst/Runx2/Grem1,7
GO:0009612,response to mechanical stimulus,10/132,315/13664,0.000959314,0.01620641,0.011858888,Col11a1/Col1a1/Ptn/Serpine1/Il1rl1/Mmp14/Tnc/Ctsb/Asns/Acan,10
GO:0033628,regulation of cell adhesion mediated by integrin,4/132,46/13664,0.000991805,0.016446931,0.012034886,Sfrp2/Serpine1/Snai2/Plau,4
GO:0036230,granulocyte activation,4/132,46/13664,0.000991805,0.016446931,0.012034886,Enpp3/Itgb2/Stxbp2/Cd300a,4
GO:0085029,extracellular matrix assembly,4/132,46/13664,0.000991805,0.016446931,0.012034886,Lox/Col1a2/Eln/Efemp2,4
GO:0071676,negative regulation of mononuclear cell migration,3/132,21/13664,0.001031909,0.016802704,0.01229522,Ccn3/Slit2/Grem1,3
GO:0072677,eosinophil migration,3/132,21/13664,0.001031909,0.016802704,0.01229522,Adam8/Cd300a/Lgals3,3
GO:0098581,detection of external biotic stimulus,3/132,21/13664,0.001031909,0.016802704,0.01229522,Trem2/Clec7a/Scarb1,3
GO:0055093,response to hyperoxia,4/132,47/13664,0.001076031,0.017339602,0.01268809,Col1a1/Serpine1/Eln/Plau,4
GO:0002698,negative regulation of immune effector process,6/132,120/13664,0.001077711,0.017339602,0.01268809,Enpp3/Svep1/Arg1/Fcgr2b/Cd300a/Lgals3,6
GO:0036294,cellular response to decreased oxygen levels,8/132,214/13664,0.001111131,0.017666986,0.01292765,Fndc1/Ptn/Serpine1/Eln/Slit2/Adam8/Trem2/Plau,8
GO:0044403,biological process involved in symbiotic interaction,8/132,214/13664,0.001111131,0.017666986,0.01292765,Fn1/Ctsb/Ptx3/Cd300lf/Siglec1/Scarb1/Stom/Arg1,8
GO:0002697,regulation of immune effector process,11/132,380/13664,0.001139267,0.018008414,0.013177487,Enpp3/Itgb2/Stxbp2/Svep1/Trem2/Clec7a/Arg1/Spon2/Fcgr2b/Cd300a/Lgals3,11
GO:0048041,focal adhesion assembly,5/132,82/13664,0.001173622,0.018443605,0.013495934,Thy1/Col16a1/Mmp14/Wnt4/Grem1,5
GO:0010878,cholesterol storage,3/132,22/13664,0.001186444,0.018537332,0.013564517,Trem2/Scarb1/Soat1,3
GO:0002757,immune response-activating signaling pathway,11/132,383/13664,0.001213647,0.018853386,0.013795787,Thy1/Irf7/Trem2/Cd300lf/Clec7a/Kcnn4/Cd8a/Fcgr2b/Oasl/Cd300a/Lgals3,11
GO:0002253,activation of immune response,12/132,444/13664,0.001230087,0.018999578,0.013902762,Thy1/Svep1/Irf7/Trem2/Cd300lf/Clec7a/Kcnn4/Cd8a/Fcgr2b/Oasl/Cd300a/Lgals3,12
GO:0001101,response to acid chemical,8/132,218/13664,0.001250997,0.019212754,0.014058751,Col1a1/Ptn/Col1a2/Col16a1/Asns/Arg1/Reg3b/Wnt4,8
GO:0001893,maternal placenta development,4/132,49/13664,0.001259323,0.019231356,0.014072363,Ptn/Serpine1/Sfrp4/Ctsb,4
GO:0042476,odontogenesis,6/132,124/13664,0.001276884,0.019389981,0.014188435,Col1a1/Serpine1/Tnfrsf11b/Tnc/Fst/Runx2,6
GO:0008406,gonad development,9/132,272/13664,0.001294139,0.019542216,0.014299832,Sfrp2/Slit3/Serpine1/Sdc1/Slit2/Mmp14/Ptx3/Fst/Wnt4,9
GO:0098743,cell aggregation,3/132,23/13664,0.001354826,0.020111641,0.014716503,Col11a1/Ror2/Acan,3
GO:0033003,regulation of mast cell activation,4/132,50/13664,0.001358691,0.020111641,0.014716503,Enpp3/Stxbp2/Cd300lf/Cd300a,4
GO:1903307,positive regulation of regulated secretory pathway,4/132,50/13664,0.001358691,0.020111641,0.014716503,Rab15/Scamp5/Itgb2/Stxbp2,4
GO:0050727,regulation of inflammatory response,10/132,330/13664,0.001361609,0.020111641,0.014716503,Ccn3/Enpp3/Serpine1/Il1rl1/Tnc/Adam8/Trem2/Fcgr2b/Slc39a8/Reg3b,10
GO:0001656,metanephros development,5/132,85/13664,0.001378793,0.020145278,0.014741117,Anpep/Slit2/Itga8/Wnt4/Grem1,5
GO:0045921,positive regulation of exocytosis,5/132,85/13664,0.001378793,0.020145278,0.014741117,Sdc1/Rab15/Scamp5/Itgb2/Stxbp2,5
GO:0071674,mononuclear cell migration,7/132,172/13664,0.00139744,0.020302385,0.014856079,Ccn3/Serpine1/Slit2/Adam8/Slamf9/Grem1/Lgals3,7
GO:1901888,regulation of cell junction assembly,8/132,222/13664,0.001404568,0.020302385,0.014856079,Thy1/Col16a1/Srpx2/Slit2/Snai2/Mmp14/Wnt4/Grem1,8
GO:0045137,development of primary sexual characteristics,9/132,277/13664,0.001468001,0.02102617,0.015385702,Sfrp2/Slit3/Serpine1/Sdc1/Slit2/Mmp14/Ptx3/Fst/Wnt4,9
GO:0043542,endothelial cell migration,8/132,224/13664,0.001486784,0.02102617,0.015385702,Ccn3/Ptn/Srpx2/Slit2/Snai2/Itgb2/Scarb1/Grem1,8
GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,8/132,224/13664,0.001486784,0.02102617,0.015385702,Lox/Sfrp2/Ccn3/Cdkn2b/Sfrp4/Fst/Itga8/Grem1,8
GO:0045766,positive regulation of angiogenesis,7/132,174/13664,0.001493535,0.02102617,0.015385702,Tnn/Sfrp2/Serpine1/Itgb2/Agtr1a/Grem1/Lgals3,7
GO:1904018,positive regulation of vasculature development,7/132,174/13664,0.001493535,0.02102617,0.015385702,Tnn/Sfrp2/Serpine1/Itgb2/Agtr1a/Grem1/Lgals3,7
GO:0031639,plasminogen activation,3/132,24/13664,0.0015375,0.021421967,0.015675322,Serpine1/Ctsz/Plau,3
GO:0032930,positive regulation of superoxide anion generation,3/132,24/13664,0.0015375,0.021421967,0.015675322,Itgb2/Clec7a/Agtr1a,3
GO:0001959,regulation of cytokine-mediated signaling pathway,6/132,129/13664,0.001564114,0.021681032,0.015864891,Slit3/Slit2/Irf7/Trem2/Cd300lf/Arg1,6
GO:0001736,establishment of planar polarity,4/132,53/13664,0.001689489,0.023099257,0.016902663,Cthrc1/Sfrp2/Ptk7/Ror2,4
GO:0007164,establishment of tissue polarity,4/132,53/13664,0.001689489,0.023099257,0.016902663,Cthrc1/Sfrp2/Ptk7/Ror2,4
GO:0042475,odontogenesis of dentin-containing tooth,5/132,89/13664,0.001692065,0.023099257,0.016902663,Serpine1/Tnfrsf11b/Tnc/Fst/Runx2,5
GO:0060348,bone development,8/132,230/13664,0.001756609,0.023859875,0.017459238,Tnn/Lox/Col1a1/Sfrp4/Mmp14/Ptprv/Runx2/Grem1,8
GO:0051924,regulation of calcium ion transport,8/132,231/13664,0.001805123,0.024235334,0.017733977,Cemip/Thy1/Serpine1/Ramp3/Trpv2/Cd33/Agtr1a/Lgals3,8
GO:0036296,response to increased oxygen levels,4/132,54/13664,0.00181115,0.024235334,0.017733977,Col1a1/Serpine1/Eln/Plau,4
GO:1904645,response to amyloid-beta,4/132,54/13664,0.00181115,0.024235334,0.017733977,Fn1/Ramp3/Trem2/Fcgr2b,4
GO:0071453,cellular response to oxygen levels,8/132,232/13664,0.00185469,0.024695701,0.018070846,Fndc1/Ptn/Serpine1/Eln/Slit2/Adam8/Trem2/Plau,8
GO:0071548,response to dexamethasone,5/132,91/13664,0.001866937,0.024736919,0.018101007,Serpine1/Eln/Ctsb/Agtr1a/Arg1,5
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,9/132,288/13664,0.001917048,0.025194501,0.018435838,Il1rl1/Svep1/Irf7/Trem2/Clec7a/Slc11a1/Cd8a/Arg1/Fcgr2b,9
GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,7/132,182/13664,0.001930602,0.025194501,0.018435838,Il1rl1/Svep1/Trem2/Clec7a/Slc11a1/Arg1/Fcgr2b,7
GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,4/132,55/13664,0.001938756,0.025194501,0.018435838,Il1rl1/Svep1/Arg1/Fcgr2b,4
GO:0033344,cholesterol efflux,4/132,55/13664,0.001938756,0.025194501,0.018435838,Trem2/Scarb1/Abca1/Soat1,4
GO:0048705,skeletal system morphogenesis,8/132,234/13664,0.001957052,0.025263877,0.018486604,Col11a1/Col1a1/Sfrp4/Mmp14/Ror2/Acan/Runx2/Grem1,8
GO:1901342,regulation of vasculature development,9/132,289/13664,0.001962787,0.025263877,0.018486604,Tnn/Sfrp2/Ptn/Serpine1/Itgb2/Agtr1a/Wnt4/Grem1/Lgals3,9
GO:0007369,gastrulation,7/132,183/13664,0.001991546,0.025392215,0.018580513,Col12a1/Col11a1/Sfrp2/Fn1/Mmp14/Itgb2/Itga8,7
GO:0043270,positive regulation of monoatomic ion transport,7/132,183/13664,0.001991546,0.025392215,0.018580513,Cemip/Thy1/Serpine1/Ramp3/Trpv2/Agtr1a/Lgals3,7
GO:0007162,negative regulation of cell adhesion,9/132,290/13664,0.002009397,0.025499527,0.018659038,Col1a1/Serpine1/Snai2/Mmp14/Tnc/Arg1/Gpnmb/Cd300a/Lgals3,9
GO:0030111,regulation of Wnt signaling pathway,9/132,292/13664,0.002105271,0.02659135,0.019457969,Tnn/Col1a1/Cthrc1/Sfrp2/Ptk7/Sfrp4/Snai2/Ror2/Grem1,9
GO:0060562,epithelial tube morphogenesis,10/132,351/13664,0.002146368,0.026984343,0.019745539,Cthrc1/Sfrp2/Ptk7/Slit2/Mmp14/Tnc/Ctsz/Agtr1a/Wnt4/Grem1,10
GO:0002523,leukocyte migration involved in inflammatory response,3/132,27/13664,0.002175492,0.027098407,0.019829004,Ptn/Adam8/Itgb2,3
GO:0032691,negative regulation of interleukin-1 beta production,3/132,27/13664,0.002175492,0.027098407,0.019829004,Trem2/Cd33/Serpinb1a,3
GO:0001657,ureteric bud development,5/132,95/13664,0.002255889,0.027843229,0.02037402,Sdc1/Slit2/Agtr1a/Wnt4/Grem1,5
GO:0042472,inner ear morphogenesis,5/132,95/13664,0.002255889,0.027843229,0.02037402,Col11a1/Cthrc1/Ptk7/Ror2/Itga8,5
GO:0010811,positive regulation of cell-substrate adhesion,6/132,139/13664,0.002283575,0.028056832,0.020530322,Thy1/Fn1/Ptn/Col16a1/Efemp2/Wnt4,6
GO:0002429,immune response-activating cell surface receptor signaling pathway,8/132,241/13664,0.002350923,0.02856573,0.020902703,Thy1/Trem2/Clec7a/Kcnn4/Cd8a/Fcgr2b/Cd300a/Lgals3,8
GO:0072163,mesonephric epithelium development,5/132,96/13664,0.002361697,0.02856573,0.020902703,Sdc1/Slit2/Agtr1a/Wnt4/Grem1,5
