"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042692","muscle cell differentiation","67/1000","432/13664",2.94650066671305e-09,6.68471325169944e-07,5.30100417430161e-07,"Lox/Ccn3/Enpp3/Sdc1/Efemp2/Tmem119/Mmp14/Myh10/Actn1/Naglu/Myof/Pdlim5/Cd53/Itga8/G6pd/Ankrd23/Sorbs2/Cxcl12/Csrp3/Nppb/Nrap/Actc1/Wnt4/Casq2/Myl2/Grem1/Trim72/Adra1a/Nkx2-5/Akap6/Popdc2/Pak1/Adamts15/Cav3/Tnnt2/Xirp1/Cyp26b1/Tomm70/Klhl41/Csrp1/Gata4/Pld3/Rcan1/Fhod3/Myh7/Tmod1/Olfm2/Trdn/Alpk3/Prdm6/Smyd1/Cxcl9/Dusp29/Myo18b/Mybpc3/Asb2/Fbxo40/Irx3/Myocd/Cdk1/Tbx1/Six1/Adprhl1/Bves/Mfn2/Sgcd/Sox6",67
"GO:0042330","taxis","63/1000","396/13664",3.21207775645673e-09,6.98359238882967e-07,5.53801651782079e-07,"Lox/Ccn3/Fn1/Slit3/Ptn/Serpine1/Vcam1/Slit2/Adam8/Itgb2/Trem2/Lgmn/Tpbg/Agtr1a/Scg2/Syk/Cxcl12/Stap1/Slamf9/Tnfaip6/P2rx4/Rin3/Fgf1/Stx3/Fcer1g/Trem1/Retnlg/Cela1/Bin2/Grem1/Lgals3/Thbs4/Thbs1/Vav1/Hgf/Nod2/Itgam/Dnm1l/Nckap1l/Mmp9/Ccl1/Pla2g7/Padi2/Ptafr/Gpsm3/Cxcl11/Pdgfd/Cxcr1/Cxcl9/Sema5a/Spp1/Ccl7/Dpp4/Ccl11/Spi1/Cx3cl1/Gab1/Ntn1/Ccl27/Ccl12/Fgf2/Cxcl6/Ccn1",63
"GO:0032963","collagen metabolic process","28/1000","112/13664",5.53631430975925e-09,1.11109569493553e-06,8.81103301686787e-07,"Col1a1/Fn1/Col5a1/Serpine1/Col1a2/Mmp23/P3h4/Serpinh1/Vim/Mmp14/Ctsb/Rcn3/Naglu/Ctsk/Arg1/Ccn2/Mmp19/P3h1/Creb3l1/Wnt4/Il18/Adora2b/Mmp9/Ctss/Mmp16/Mmp12/Pepd/Retn",28
"GO:1990266","neutrophil migration","28/1000","112/13664",5.53631430975925e-09,1.11109569493553e-06,8.81103301686787e-07,"Slit2/Adam8/Itgb2/Syk/Myo1f/Tnfaip6/Fut7/Fcer1g/Trem1/Lgals3/Thbs4/Vav1/Nod2/Itgam/Dnm1l/Nckap1l/Ccl1/Cxcl11/Pawr/Cxcr1/Cxcl9/Spp1/Ccl7/Dpp4/Ccl11/Cx3cl1/Ccl12/Cxcl6",28
"GO:0055006","cardiac cell development","28/1000","115/13664",1.04203834410914e-08,2.01383558502277e-06,1.59697962210254e-06,"Myh10/Naglu/Pdlim5/G6pd/Sorbs2/Csrp3/Nppb/Nrap/Actc1/Myl2/Adra1a/Nkx2-5/Akap6/Popdc2/Pak1/Cav3/Xirp1/Tomm70/Gata4/Fhod3/Alpk3/Myo18b/Asb2/Myocd/Cdk1/Adprhl1/Bves/Sgcd",28
"GO:0097530","granulocyte migration","31/1000","138/13664",1.35398820506183e-08,2.52325373357594e-06,2.00095023838273e-06,"Slit2/Adam8/Itgb2/Scg2/Syk/Cd300a/Myo1f/Tnfaip6/Fut7/Fcer1g/Trem1/Lgals3/Thbs4/Thbs1/Vav1/Nod2/Itgam/Dnm1l/Nckap1l/Ccl1/Cxcl11/Pawr/Cxcr1/Cxcl9/Spp1/Ccl7/Dpp4/Ccl11/Cx3cl1/Ccl12/Cxcl6",31
"GO:0048705","skeletal system morphogenesis","43/1000","234/13664",1.56459661691465e-08,2.81519487829677e-06,2.232460726349e-06,"Col11a1/Col1a1/Col3a1/Serpinh1/Tmem119/Sfrp4/Mmp14/Ror2/Osr1/Acan/Ccn2/Runx2/Prrx2/Prrx1/Sgpl1/Enpp1/Hoxb2/Hoxa3/Grem1/Twist1/Nab2/Cyp26b1/Thbs1/Dlx5/Alx3/Acp5/Hoxb3/Mmp16/Sfrp1/Hoxb6/Mdfi/Hoxb7/Tiparp/Cyp27b1/Hoxa2/Tbx1/Six1/Irx5/Eya1/Hoxd9/Sox6/Foxc2/Hoxb4",43
"GO:0030199","collagen fibril organization","19/1000","59/13664",1.88069078421536e-08,3.27114817067859e-06,2.59403349921074e-06,"Col11a1/Lox/Col1a1/Fkbp10/Col5a2/Sfrp2/Adamts14/Col5a1/Col1a2/Col3a1/P3h4/Serpinh1/Col18a1/Efemp2/Aebp1/Acan/P3h1/Grem1/Foxc2",19
"GO:0050673","epithelial cell proliferation","68/1000","462/13664",1.96752757514797e-08,3.31179318939424e-06,2.62626516057952e-06,"Ccn3/Sfrp2/Ptn/Htra1/Cdkn2b/Igfbp4/Htr2b/Col18a1/Snai2/Mmp14/Osr1/Dlk1/Fst/Scarb1/Grn/Agtr1a/Scg2/Pla2g2a/Arg1/Plau/Runx2/Col8a1/Il10/Cxcl12/Cd109/Nppb/Fgf1/Cyba/Nkx2-5/Thbs4/Twist1/Serpinb1a/Thbs1/Il18/Bmper/Dlx5/Hgf/Lrg1/Nod2/Adora2b/Mki67/Cdh3/Uhrf1/Wdr13/Tgm1/Apoe/Cdkn2a/Mmp12/Dach1/Sema5a/Lims1/Hmox1/Krt2/Sfrp1/Nr2f2/Btk/Cdkn1c/Ccl11/Wnt16/Tnfaip3/Iqgap3/Brca2/Tbx1/Six1/Scn5a/Fgf2/Col4a3/Eya1",68
"GO:0055002","striated muscle cell development","21/1000","72/13664",2.44438451328693e-08,3.98587449697849e-06,3.16081431635885e-06,"Sdc1/Myh10/Actn1/Ankrd23/Csrp3/Nrap/Actc1/Casq2/Myl2/Nkx2-5/Cav3/Tnnt2/Xirp1/Klhl41/Csrp1/Fhod3/Myh7/Tmod1/Mybpc3/Adprhl1/Mfn2",21
"GO:0052695","cellular glucuronidation","8/1000","10/13664",3.15743822602237e-08,4.99257959496507e-06,3.95913545980668e-06,"Ugt1a1/Ugt1a6/Ugt1a7c/Ugt1a8/Ugt1a2/Ugt1a3/Ugt1a9/Ugt1a5",8
"GO:0030593","neutrophil chemotaxis","24/1000","93/13664",3.49643092218928e-08,5.36599310352461e-06,4.25525385607618e-06,"Slit2/Itgb2/Syk/Tnfaip6/Fcer1g/Trem1/Lgals3/Thbs4/Vav1/Nod2/Itgam/Dnm1l/Nckap1l/Ccl1/Cxcl11/Cxcr1/Cxcl9/Spp1/Ccl7/Dpp4/Ccl11/Cx3cl1/Ccl12/Cxcl6",24
"GO:0050764","regulation of phagocytosis","26/1000","107/13664",3.64072444534061e-08,5.42780004451066e-06,4.30426700590495e-06,"Itgb2/Trem2/Ptx3/Cd300lf/Clec7a/Slc11a1/Siglec1/Scarb1/C2/Fcgr2b/Syk/Hck/Stap1/Cd300a/Fcer1g/Cyba/Nod2/Nckap1l/Pla2g5/Btk/Fcnb/Fcgr1a/Il15ra/Colec11/Mertk/Pot1b",26
"GO:0042119","neutrophil activation","15/1000","39/13664",3.94533390119993e-08,5.71854230457256e-06,4.5348267735722e-06,"Itgb2/Stxbp2/Grn/Tyrobp/Pla2g2a/Syk/Cd300a/Myo1f/Fcer1g/Il18/Itgam/Ptafr/Fcgr3a/Spi1/Cxcl6",15
"GO:0030239","myofibril assembly","20/1000","69/13664",5.90129824974305e-08,8.3224254776106e-06,6.59971647787765e-06,"Myh10/Actn1/Ankrd23/Csrp3/Nrap/Actc1/Casq2/Myl2/Nkx2-5/Cav3/Tnnt2/Xirp1/Klhl41/Csrp1/Fhod3/Myh7/Tmod1/Mybpc3/Adprhl1/Mfn2",20
"GO:0055007","cardiac muscle cell differentiation","31/1000","147/13664",6.44184016686791e-08,8.84566368176757e-06,7.01464645317389e-06,"Myh10/Naglu/Pdlim5/G6pd/Sorbs2/Csrp3/Nppb/Nrap/Actc1/Myl2/Grem1/Adra1a/Nkx2-5/Akap6/Popdc2/Pak1/Cav3/Xirp1/Tomm70/Gata4/Fhod3/Alpk3/Myo18b/Asb2/Irx3/Myocd/Cdk1/Adprhl1/Bves/Sgcd/Sox6",31
