"comparison","design","filter_threshold","DEG_threshold","total_tested_genes","significant_DEGs","upregulated_in_patch","downregulated_in_patch"
"IZ Day3 patch vs control","~ treatment","rowSums >= 1","raw pvalue < 0.05 and |log2FC| > log2(1.5)",19357,127,53,74
